Numero_Securite_Sociale,Nom,Prenom,Date_Naissance,Numero_Telephone,E_Mail,ID_Remboursement,Code_Soin,Montant_Remboursement
2041277844527,David,Philippe,05/11/1983,0542571401,David.Philippe@gmail.com,77,L7,7.58
2590560212314,Xavier,Hervé,12/09/1905,0999199467,Xavier.Hervé@gmail.com,64,F8,3.35
1750280144104,Raymond,David,24/05/1921,0241035075,Raymond.David@gmail.com,38,D7,8.290000000000001
1050174389320,Pierre,Albert,02/01/1980,0888068317,Pierre.Albert@gmail.com,33,K8,1.94
2110489035578,Marie,Armand,24/01/1922,0781374280,Marie.Armand@gmail.com,4,G9,3.89
1910217642796,Pierre,André,28/05/1981,0775617178,Pierre.André@gmail.com,48,C9,9.65
2000975122005,Yves,Nicolas,02/06/1929,0685353057,Yves.Nicolas@gmail.com,42,L2,4.79
1711167862780,Sébastien,Denis,26/06/1960,0950868291,Sébastien.Denis@gmail.com,75,C8,0.08
2250278118121,Patrick,Vincent,27/10/1983,0895558777,Patrick.Vincent@gmail.com,38,F2,2.17
1100516854825,Hubert,Sylvain,01/01/2022,0478275541,Hubert.Sylvain@gmail.com,12,G4,3.87
2231038195716,Philippe,Paul,02/06/1949,0539007580,Philippe.Paul@gmail.com,82,B3,7.22
2080437271220,Thomas,Frédéric,23/05/1939,0623559816,Thomas.Frédéric@gmail.com,12,H9,5.13
2400428394386,Christophe,Michel,18/12/1992,0254761387,Christophe.Michel@gmail.com,12,E4,4.82
1380938928184,Cyril,Mathieu,18/06/1990,0554847203,Cyril.Mathieu@gmail.com,23,D1,3.98
1170974556937,Frédéric,Pierre,16/07/1910,0952054919,Frédéric.Pierre@gmail.com,59,E5,8.21
2290213411579,Marie,Antoine,15/07/1947,0290969346,Marie.Antoine@gmail.com,32,I8,5.48
2160501189625,David,Maxime,05/08/2009,0357766632,David.Maxime@gmail.com,23,D4,4.89
1020396601786,Stéphane,Émile,25/09/1960,0483276487,Stéphane.Émile@gmail.com,92,G1,6.18
2570276629980,Gilles,Claude,16/02/1963,0575916826,Gilles.Claude@gmail.com,57,M1,8.88
2200227447861,Hubert,Louis,01/05/1925,0728714965,Hubert.Louis@gmail.com,48,E9,8.91
1340319448589,Édouard,Jean-François,14/08/2023,0144522030,Édouard.Jean-François@gmail.com,17,K9,9.73
1311298988888,Gustave,Nicolas,08/09/2009,0767702696,Gustave.Nicolas@gmail.com,99,L1,3.75
2900792960005,Claude,Alexandre,12/12/1991,0848559006,Claude.Alexandre@gmail.com,9,H2,2.5
2720213779666,Daniel,Daniel,07/03/1992,0978183199,Daniel.Daniel@gmail.com,7,H6,6.59
2680664184016,Marcel,Pierre,28/12/1976,0433422537,Marcel.Pierre@gmail.com,32,K6,7.86
2300715874549,Pascal,Pascal,28/09/1992,0123474990,Pascal.Pascal@gmail.com,52,N5,6.8500000000000005
2830133679299,Daniel,Alice,04/11/1939,0220025497,Daniel.Alice@gmail.com,64,J1,9.51
1401104044554,Albert,Nicolas,14/05/2008,0925672487,Albert.Nicolas@gmail.com,2,G8,4.29
1151013150188,Paul,Albert,11/02/2000,0831852089,Paul.Albert@gmail.com,89,M8,2.97
1180598081403,Antoine,Guillaume,28/10/1978,0941202996,Antoine.Guillaume@gmail.com,42,F5,5.7
1720891686272,Gilles,Raymond,27/03/1984,0682764617,Gilles.Raymond@gmail.com,2,A1,0.64
2030497932544,Fernand,Denis,20/03/1988,0338096756,Fernand.Denis@gmail.com,2,H8,8.41
2931213974387,David,René,08/06/1974,0675388716,David.René@gmail.com,89,M5,0.5700000000000001
1310944905921,Jérôme,Bernard,06/03/1963,0185966813,Jérôme.Bernard@gmail.com,77,F7,9.86
2081147836001,Jean-Michel,Éric,18/01/1966,0575285787,Jean-Michel.Éric@gmail.com,58,G1,6.16
1260359883209,Denis,Olivier,16/10/1903,0152593173,Denis.Olivier@gmail.com,60,C7,0.29
1030191117447,Marcel,Jacques,27/07/2018,0713629215,Marcel.Jacques@gmail.com,9,I6,8.16
2201131590461,Pascal,François,24/01/1975,0283681740,Pascal.François@gmail.com,46,J5,8.64
1170269099925,Alexandre,Christian,22/06/1956,0243824480,Alexandre.Christian@gmail.com,46,M3,2.21
1050452717153,Arnaud,Vincent,12/06/1918,0731289530,Arnaud.Vincent@gmail.com,1,D7,2.63
2430663073601,Jacques,Mathieu,07/12/1979,0383417274,Jacques.Mathieu@gmail.com,71,N5,8.07
2500446322465,Laurent,Vincent,22/12/1961,0263738442,Laurent.Vincent@gmail.com,85,L3,9.71
2480347078672,Armand,Marcel,15/09/1965,0584461256,Armand.Marcel@gmail.com,22,N3,1.45
2691165531940,Éric,Marie,11/06/1972,0895679830,Éric.Marie@gmail.com,62,N8,5.3
2060851261392,Gilles,Benoît,11/04/1974,0978632454,Gilles.Benoît@gmail.com,48,H4,8.5
1831056976789,Jean-Pierre,Xavier,18/02/1906,0578480140,Jean-Pierre.Xavier@gmail.com,81,M4,0.92
2930919111979,Thierry,Lucien,24/06/1935,0964486831,Thierry.Lucien@gmail.com,48,L6,2.68
1180280959119,Émile,Marie,26/04/1918,0536018698,Émile.Marie@gmail.com,97,B7,3.94
2461050568888,Damien,Alice,09/11/1968,0951915599,Damien.Alice@gmail.com,70,C9,3.3000000000000003
2301040997634,Renaud,Michel,13/06/1940,0513180963,Renaud.Michel@gmail.com,45,E3,3.91
1270457386960,Gilbert,Benoît,02/06/1938,0229040164,Gilbert.Benoît@gmail.com,48,N4,2.66
2520949927186,Patrice,Philippe,06/07/1995,0220427102,Patrice.Philippe@gmail.com,32,K4,5.71
1360356290174,Olivier,François,11/01/1933,0181972372,Olivier.François@gmail.com,56,C2,8.74
2471079852470,Mathieu,Alfred,14/07/1935,0431679188,Mathieu.Alfred@gmail.com,46,F8,3.61
1530604628275,Benjamin,Noël,20/11/1985,0691851578,Benjamin.Noël@gmail.com,93,A4,9.78
1791106612799,Armand,Jean-François,26/11/1969,0981177023,Armand.Jean-François@gmail.com,22,I7,5.92
1250125220884,Jean-Pierre,Bernard,14/09/1976,0268333349,Jean-Pierre.Bernard@gmail.com,88,C3,7.03
1390264305768,Mathieu,Pierre,25/11/1950,0150794729,Mathieu.Pierre@gmail.com,69,J6,9.34
2130589109275,Frédéric,Jean-Pierre,23/02/2010,0913303373,Frédéric.Jean-Pierre@gmail.com,66,M8,2.34
1931013697243,Yann,Lucien,23/12/1996,0734460326,Yann.Lucien@gmail.com,91,E9,4.57
1120757061065,Marcel,Charles,02/02/1913,0222842704,Marcel.Charles@gmail.com,100,J4,3.46
2400402687772,Julie,Albert,16/02/1945,0846721948,Julie.Albert@gmail.com,40,G7,7.140000000000001
1431192820850,Gilbert,Paul,18/02/1945,0840888099,Gilbert.Paul@gmail.com,3,B1,0.6900000000000001
2220504564109,Claude,Sébastien,22/09/1940,0572438643,Claude.Sébastien@gmail.com,1,H9,5.73
1340153267151,Frédéric,Pierre,21/08/1900,0371720206,Frédéric.Pierre@gmail.com,77,K7,2.6
1081210979336,Albert,Arnaud,02/02/1966,0146162894,Albert.Arnaud@gmail.com,7,J6,0.53
1840812028608,Marcel,Michel,12/01/1963,0982847948,Marcel.Michel@gmail.com,5,B7,7.640000000000001
1740901206532,Jean-François,David,01/04/1911,0973833711,Jean-François.David@gmail.com,73,E1,5.8100000000000005
1220469410044,Michel,Noël,26/07/1916,0323149940,Michel.Noël@gmail.com,34,E6,1.72
2331254389166,Émile,Denis,18/01/1993,0134154076,Émile.Denis@gmail.com,7,B5,8.120000000000001
2720265224230,Nicolas,Raoul,17/03/1921,0598073466,Nicolas.Raoul@gmail.com,7,L8,4.46
1570933838884,Michel,Frédéric,25/04/1904,0525268772,Michel.Frédéric@gmail.com,51,H3,6.24
1600802406274,Vincent,Édouard,09/01/1956,0746676571,Vincent.Édouard@gmail.com,58,K4,5.45
1070113526740,Hubert,Lionel,05/08/1961,0212438202,Hubert.Lionel@gmail.com,62,K8,9.0
1300829266025,Édouard,André,27/09/1962,0939158163,Édouard.André@gmail.com,17,L4,2.7800000000000002
2441227857333,François,Benoît,02/10/1911,0332560042,François.Benoît@gmail.com,84,J7,0.04
2180965665220,Fabien,Gabriel,14/07/1950,0628772443,Fabien.Gabriel@gmail.com,38,N3,4.65
2680884999141,Jérôme,Maxime,15/09/2020,0246710498,Jérôme.Maxime@gmail.com,16,M9,6.43
1420440288156,Benjamin,Cédric,04/05/2016,0560860128,Benjamin.Cédric@gmail.com,34,H9,8.77
1110861424222,Romain,Cyril,28/07/1969,0420426487,Romain.Cyril@gmail.com,61,N1,7.57
2230491144049,Jean-Michel,Marc,27/02/1912,0649097726,Jean-Michel.Marc@gmail.com,98,D3,2.2
2610274051997,Philippe,Vincent,26/12/1921,0961006850,Philippe.Vincent@gmail.com,64,N1,3.2600000000000002
1200145312944,Émile,Gérard,20/08/1972,0765486698,Émile.Gérard@gmail.com,15,D1,8.19
1720445434725,Alain,Romain,12/02/1990,0261616301,Alain.Romain@gmail.com,91,I3,7.29
1570733240001,Émile,Daniel,02/03/2010,0311897254,Émile.Daniel@gmail.com,1,G7,4.8
2010711938239,Georges,Louis,14/03/1941,0840307151,Georges.Louis@gmail.com,38,D2,0.9400000000000001
2920293132550,Jacques,André,05/04/1970,0221860531,Jacques.André@gmail.com,48,A7,2.2600000000000002
2360603024855,Patrice,Pascal,18/06/1943,0810074893,Patrice.Pascal@gmail.com,48,N8,6.67
2520894695198,Philippe,Denis,25/01/1936,0880779789,Philippe.Denis@gmail.com,69,K8,0.14
1400416179619,Olivier,François,08/09/2015,0443726056,Olivier.François@gmail.com,73,I3,0.1
2151047434273,Philippe,Stéphane,12/03/1989,0196346538,Philippe.Stéphane@gmail.com,48,E8,1.77
2120353402048,René,Auguste,02/11/1902,0340243254,René.Auguste@gmail.com,16,N6,5.23
1040594984709,Olivier,Romain,28/11/2003,0431984351,Olivier.Romain@gmail.com,10,E3,7.2700000000000005
1161135902643,Cédric,Pierre,18/10/1971,0871839753,Cédric.Pierre@gmail.com,90,B8,4.82
1091064262645,Hubert,Frédéric,08/10/1950,0374669564,Hubert.Frédéric@gmail.com,23,A8,4.84
1200459119397,Thierry,Olivier,02/09/2014,0516038653,Thierry.Olivier@gmail.com,77,C3,8.28
2060565061943,Fernand,Antoine,23/12/1964,0376841817,Fernand.Antoine@gmail.com,67,B6,5.78
2030771361137,Alexandre,Auguste,05/01/2017,0911319753,Alexandre.Auguste@gmail.com,16,F5,4.44
1040680787409,Pierre,David,09/02/1982,0718961450,Pierre.David@gmail.com,55,F8,4.42
1200168701830,Pascal,Henri,23/01/1951,0858399731,Pascal.Henri@gmail.com,34,E1,9.85
1591250663536,Stéphane,Sophie,07/12/2006,0188799718,Stéphane.Sophie@gmail.com,99,F2,1.1400000000000001
2160172613227,Arnaud,Christian,15/12/1945,0878226950,Arnaud.Christian@gmail.com,23,H1,7.55
1060410478009,Olivier,Bertrand,24/09/1968,0579580685,Olivier.Bertrand@gmail.com,75,M1,4.01
2300761852966,Jérôme,Pascal,18/12/1906,0173615512,Jérôme.Pascal@gmail.com,42,A1,3.04
1190676209563,Yves,Jean-Pierre,14/08/1922,0510266925,Yves.Jean-Pierre@gmail.com,56,K9,8.69
1240130031466,Jean-Luc,Fernand,26/06/1914,0990204452,Jean-Luc.Fernand@gmail.com,59,J3,6.46
1141203729905,Yann,Alice,26/08/2018,0619810188,Yann.Alice@gmail.com,53,M7,8.07
2491055543861,Daniel,Frédéric,24/04/1999,0220963562,Daniel.Frédéric@gmail.com,41,N2,2.38
1070801990485,André,Olivier,11/10/1981,0832611456,André.Olivier@gmail.com,86,E6,6.890000000000001
2771057086124,Gilbert,Xavier,09/06/1939,0498843855,Gilbert.Xavier@gmail.com,3,D5,8.71
1130915593015,Noël,Maxime,23/02/1955,0417610566,Noël.Maxime@gmail.com,64,D8,5.69
2730397508444,Bertrand,Guillaume,15/04/2001,0123564620,Bertrand.Guillaume@gmail.com,12,D3,1.27
2980744465886,Alfred,Raoul,09/07/2015,0681316354,Alfred.Raoul@gmail.com,49,E4,3.85
2521180721147,Charles,Stéphane,02/07/1927,0490826309,Charles.Stéphane@gmail.com,56,F6,9.08
2150606638900,Julie,Mathieu,08/03/1924,0262650604,Julie.Mathieu@gmail.com,76,L5,2.94
1940573601411,Étienne,Jean-Pierre,24/08/1933,0688243674,Étienne.Jean-Pierre@gmail.com,63,G5,8.83
1230415991840,Marc,Jean-Michel,13/03/1973,0767498924,Marc.Jean-Michel@gmail.com,43,L3,0.12
2170973539691,Paul,Sébastien,21/05/2006,0224042305,Paul.Sébastien@gmail.com,46,G2,6.96
2940756515997,Mathieu,Nicolas,18/06/1924,0738672092,Mathieu.Nicolas@gmail.com,44,E1,2.13
2220895779583,Jérôme,Olivier,18/10/1998,0837688992,Jérôme.Olivier@gmail.com,70,A7,4.88
1831158408115,Vincent,Charles,22/02/1990,0260223833,Vincent.Charles@gmail.com,10,J1,1.56
1210160709323,Julien,Alexandre,28/01/1909,0951249157,Julien.Alexandre@gmail.com,14,B4,3.7800000000000002
1020478796127,Sébastien,André,18/08/1919,0824388500,Sébastien.André@gmail.com,56,H6,8.08
1820911169002,Olivier,Henri,03/05/2006,0614468457,Olivier.Henri@gmail.com,22,M2,8.18
2040470226667,Emmanuel,Gustave,13/01/1929,0871299300,Emmanuel.Gustave@gmail.com,17,B3,2.61
2931155085951,Paul,Nicolas,14/07/1975,0997272601,Paul.Nicolas@gmail.com,80,H7,1.49
1060141462676,Sébastien,François,15/02/1912,0574241947,Sébastien.François@gmail.com,55,A5,5.65
2890887245935,Alexandre,Michel,11/07/1945,0771194342,Alexandre.Michel@gmail.com,49,D9,1.3
2131077045382,Étienne,Albert,08/10/1939,0189230606,Étienne.Albert@gmail.com,50,B8,3.22
1590135521323,Maxime,Grégory,06/07/1922,0666528252,Maxime.Grégory@gmail.com,69,K2,4.9
1140121586133,Georges,Fabien,02/01/1950,0950641334,Georges.Fabien@gmail.com,27,H3,6.44
2821140235129,Gérard,Laurent,15/10/2005,0671082642,Gérard.Laurent@gmail.com,77,L7,7.68
2620216334519,Fabien,Patrice,10/11/1923,0191875508,Fabien.Patrice@gmail.com,89,M4,6.82
2040958342926,Jean,Fabien,08/05/1912,0680499886,Jean.Fabien@gmail.com,62,A1,1.6300000000000001
1260711148161,Jean-Pierre,Fernand,07/05/1976,0645713672,Jean-Pierre.Fernand@gmail.com,14,K7,1.79
2461033119146,Patrice,Laurent,21/05/2010,0248573926,Patrice.Laurent@gmail.com,51,A3,5.17
1030913110555,François,David,17/03/1907,0460026777,François.David@gmail.com,27,N7,9.38
2810809372129,Hubert,David,17/06/1968,0317666312,Hubert.David@gmail.com,24,G6,0.8300000000000001
2880517835630,Sylvain,Frédéric,14/05/1991,0789056514,Sylvain.Frédéric@gmail.com,74,H2,5.47
2301019306200,Julien,Éric,13/05/1905,0172445265,Julien.Éric@gmail.com,59,F1,8.64
1270826545531,Gérard,Christian,14/02/1903,0546225321,Gérard.Christian@gmail.com,45,E3,5.34
2900681579698,Henri,François,02/07/2017,0954471127,Henri.François@gmail.com,58,L2,0.53
2050931504494,Damien,Benjamin,19/07/1999,0744499715,Damien.Benjamin@gmail.com,83,G4,9.77
1100754004027,Marcel,Sylvain,13/07/1957,0672091408,Marcel.Sylvain@gmail.com,53,C3,8.75
1861040909187,Olivier,Sébastien,03/03/1943,0845762135,Olivier.Sébastien@gmail.com,33,A5,0.12
1150728041514,Hervé,Paul,17/08/1953,0929721828,Hervé.Paul@gmail.com,46,E3,5.98
1021206422405,Christophe,Maxime,03/02/1964,0962565263,Christophe.Maxime@gmail.com,82,L5,8.42
1870295391350,Marie,Olivier,01/06/1911,0631010905,Marie.Olivier@gmail.com,32,C2,3.98
2210436270236,François,Patrice,05/09/1984,0530987231,François.Patrice@gmail.com,56,B9,8.64
1631056009729,Sophie,Paul,25/02/1991,0288174242,Sophie.Paul@gmail.com,13,F6,0.67
1401221668548,Grégory,David,08/01/1974,0328259984,Grégory.David@gmail.com,36,B9,6.97
2381089302781,Philippe,André,27/07/1993,0827832587,Philippe.André@gmail.com,59,C8,7.55
1070961150389,Pierre,Patrick,05/06/2010,0612325213,Pierre.Patrick@gmail.com,9,D8,8.05
2990994487347,Yann,Pascal,24/07/1971,0131143762,Yann.Pascal@gmail.com,90,D1,7.53
2331183637631,François,Jacques,14/07/1974,0833661019,François.Jacques@gmail.com,71,E7,7.7
2130878855153,Hubert,Antoine,06/06/2008,0460156371,Hubert.Antoine@gmail.com,2,C8,1.72
1120279895256,Nicolas,Paul,19/02/1913,0586420746,Nicolas.Paul@gmail.com,74,H9,4.82
2970130080106,Antoine,Renaud,23/02/1943,0671998512,Antoine.Renaud@gmail.com,99,B4,1.87
2710862732978,Laurent,Jean-Michel,27/05/1906,0140174416,Laurent.Jean-Michel@gmail.com,85,D1,0.33
2670380628230,Étienne,Michel,02/09/2012,0718409652,Étienne.Michel@gmail.com,64,F8,8.370000000000001
1070336211361,Olivier,Guillaume,16/12/1994,0913047732,Olivier.Guillaume@gmail.com,8,K7,9.46
1320874880031,Julien,Lucie,18/09/1994,0777659081,Julien.Lucie@gmail.com,72,K8,2.23
2530293963316,Yves,Renaud,11/11/1982,0483613597,Yves.Renaud@gmail.com,61,E2,8.48
1011180968140,Stéphane,Sylvain,14/07/1969,0446158295,Stéphane.Sylvain@gmail.com,58,D9,6.78
1191033002410,Maxime,Hervé,21/04/1998,0510079232,Maxime.Hervé@gmail.com,44,G2,8.17
1320879937637,Jean-Pierre,Émile,02/11/1992,0214802040,Jean-Pierre.Émile@gmail.com,90,B6,7.08
2760703184756,Armand,Étienne,02/02/1921,0559700840,Armand.Étienne@gmail.com,89,B2,5.98
1180837753332,Hervé,Pierre,14/04/1990,0946542197,Hervé.Pierre@gmail.com,21,N2,7.55
1540445770234,Lionel,Jean-François,01/07/1942,0649590103,Lionel.Jean-François@gmail.com,2,D7,7.92
1161216396007,Maxime,Jean,12/05/2008,0832826819,Maxime.Jean@gmail.com,79,L7,0.7000000000000001
2161056247515,Bernard,Patrice,15/09/2014,0938967497,Bernard.Patrice@gmail.com,71,H8,3.37
2970568981324,Philippe,Laurent,10/10/1949,0152225917,Philippe.Laurent@gmail.com,49,M9,5.54
2220523599636,Benoît,Philippe,10/05/1971,0631617742,Benoît.Philippe@gmail.com,40,D8,2.46
1050525544417,Jacques,Sylvain,02/03/1914,0587865967,Jacques.Sylvain@gmail.com,91,A2,2.57
2730755698364,Michel,Yann,18/04/1923,0598053478,Michel.Yann@gmail.com,54,M9,8.76
1671192237507,Jean-Luc,Xavier,26/02/1948,0556686977,Jean-Luc.Xavier@gmail.com,44,L5,4.65
